property1,property2,property3,property4,property6,property7,index,url
"Seuillet, Église S-Martial",,,,,,287,http://mappinggothic.org/building/290
"Sorbier, Église Notre-Dame",,,,,,288,http://mappinggothic.org/building/291
"Souvigny, Église Saint-Pierre-Saint-Paul",,,,46.53516591,3.193629503,289,http://mappinggothic.org/building/292
"Souvigny, Église S-Marc",,,,46.53545251,3.1927948,290,http://mappinggothic.org/building/293
"Sussat, Église S-Bonnet",,,,,,291,http://mappinggothic.org/building/294
"Target, Église S-Marien",,,,46.2879982,3.059000015,292,http://mappinggothic.org/building/295
"Taxat-Senat, Église S-Martin-de-Senat",,,,,,293,http://mappinggothic.org/building/296
"Taxat-Senat, Église S-André-de-Taxat",,,,,,294,http://mappinggothic.org/building/297
"Teillet-Argenty, Église S-Maurice",,,,,,295,http://mappinggothic.org/building/298
"Terjat, Église S-Martin",,,,,,296,http://mappinggothic.org/building/299
"Teillet-Argenty, Église S-Blaise-d’Argenty",,,,,,297,http://mappinggothic.org/building/300
"Le Theil, Église S-Martin",,,,46.35582765,3.135110497,298,http://mappinggothic.org/building/301
"Theneuille, Église S-Pierre",,,,,,299,http://mappinggothic.org/building/302
"Thiel-sur-Acolin, Église S-Martin",,,,,,300,http://mappinggothic.org/building/303
"Thionne, Église Notre-Dame",,,,,,301,http://mappinggothic.org/building/304
"Tortezais, Église S-Romain",Église S-Romain,,,,,302,http://mappinggothic.org/building/305
"Toulon-sur-Allier, Église Sainte-Marthe-Saint-Martin",,,,,,303,http://mappinggothic.org/building/306
"Tréban, Église S-Pierre",,,,,,304,http://mappinggothic.org/building/307
"Treignat, Église S-Julien",,,,,,305,http://mappinggothic.org/building/308
"Treteau, Église S-Maurice",,,,,,306,http://mappinggothic.org/building/309
"Trévol, Église S-Pierre",,,,,,307,http://mappinggothic.org/building/310
"Trézelles, Église S-Barthélemy",Église S-Barthélemy,,,,,308,http://mappinggothic.org/building/311
"Tronget, Église S-Vincent",,,,46.42240143,3.066950083,309,http://mappinggothic.org/building/312
"Ussel-d’Allier, Église S-Isidore",,,,,,310,http://mappinggothic.org/building/313
"Venas, Église S-Paul",Église S-Paul,,,,,311,http://mappinggothic.org/building/314
"Valigny, Église Notre-Dame",,,,,,312,http://mappinggothic.org/building/315
"Vallon-en-Sully, Église S-Blaise",,,,,,313,http://mappinggothic.org/building/316
"Varennes-sur-Allier, Église S-Jean-Baptiste",,,,,,314,http://mappinggothic.org/building/317
"Varennes-sur-Allier, Chapelle Notre-Dame-de-la-Ronde",,,,,,315,http://mappinggothic.org/building/318
"Varennes-sur-Allier, Église S-Pierre-de-Vourroux",,,,,,316,http://mappinggothic.org/building/319
"Varennes-sur-Têche, Église S-Léger",,,,,,317,http://mappinggothic.org/building/320
"Vaumas, Église S-Martin",Église S-Martin,,,,,318,http://mappinggothic.org/building/321
"Vaux, Église S-Éloi",,,,,,319,http://mappinggothic.org/building/322
"Vaux, Église S-Pardoux-d’Argentières",,,,,,320,http://mappinggothic.org/building/323
"Veauce, Église Ste-Croix",,,,46.16480701,3.056809664,321,http://mappinggothic.org/building/324
"Urçay, Église S-Martin",,,,,,322,http://mappinggothic.org/building/325
"Vendat, Église S-Léger",,,,,,323,http://mappinggothic.org/building/326
"Verneix, Église S-Laurent",,,,,,324,http://mappinggothic.org/building/327
"Vernet, Église S-Georges",,,,,,325,http://mappinggothic.org/building/328
"Verneuil-en-Bourbonnais, Église S-Pierre",Église S-Pierre,,,46.20399857,3.150000095,326,http://mappinggothic.org/building/329
"Vernusse, Église Saint-Martin",,,,,,327,http://mappinggothic.org/building/330
"Le Veurdre, Église Saint-Hippolyte",,,,,,328,http://mappinggothic.org/building/331
"Le Veurdre, Chapelle du Prieuré de Saint-Mayeul",,,,,,329,http://mappinggothic.org/building/332
"Vichy, Église S-Blaise",,,,,,330,http://mappinggothic.org/building/333
"Vichy, Église S-Louis",,,,,,331,http://mappinggothic.org/building/334
"Vichy, Église Notre-Dame-de-Lourdes",,,,,,332,http://mappinggothic.org/building/335
"Vicq, Église S-Maurice",,,,,,333,http://mappinggothic.org/building/336
"Vieure, Église Notre-Dame",,,,,,334,http://mappinggothic.org/building/337
"Le Vilhain, Église S-Martin",,,,,,335,http://mappinggothic.org/building/338
Église S-Étienne,,,,,,336,http://mappinggothic.org/building/339
"Pollier, Église S-Sulpice-de-Pollier",,,,,,337,http://mappinggothic.org/building/340
"Villefranche-d’Allier, Église S-Jaques-Le-Majeur",,,,,,338,http://mappinggothic.org/building/341
"Villefranche-d’Allier, Église du Prieuré du Montcenoux",,,,,,339,http://mappinggothic.org/building/342
"Villefranche-d’Allier, Église S-Pierre-de-Jonzais",,,,,,340,http://mappinggothic.org/building/343
"Villeneuve-sur-Allier, Église Notre-Dame",,,,,,341,http://mappinggothic.org/building/344
"Viplaix, Église S-Martin",,,,,,342,http://mappinggothic.org/building/345
"Vitray, Église S-Éloi",,,,,,343,http://mappinggothic.org/building/346
"Voussac, Église S-Martin",,,,,,344,http://mappinggothic.org/building/347
"Ygrande, Église S-Martin",,,,,,345,http://mappinggothic.org/building/348
"Yzeure, Église S-Pierre",,,,46.56672345,3.354771733,346,http://mappinggothic.org/building/349
"Tortezais, Église S-Romain",Église S-Romain,,,,,347,http://mappinggothic.org/building/350
"Pollier, Église",,,,,,348,http://mappinggothic.org/building/351
"Verneuil-en-Bourbonnais, Église Notre-Dame",Église Notre-Dame,,,46.26800156,2.976999998,349,http://mappinggothic.org/building/354
"Reugny, Église",,,,46.45999908,2.614000082,350,http://mappinggothic.org/building/355
"Agnetz, Église Saint-Léger-Sainte-Agnes",,1250,1200,49.38219833,2.384900093,351,http://mappinggothic.org/building/1002
"Acy-en-Multien, Église Saint-Pierre-Saint-Paul",,1130,0,49.10309982,2.954319954,352,http://mappinggothic.org/building/1003
"Angicourt, Église Saint-Vaast",,1180,,49.31129837,2.506160021,353,http://mappinggothic.org/building/1004
"Bar-sur-Aube, Église Saint-Pierre",,1150,1250,48.23329926,4.708630085,354,http://mappinggothic.org/building/1005
"Beauvais, Cathédrale Saint-Pierre",Cathédrale Saint-Pierre,1225,0,49.43259811,2.081480026,355,http://mappinggothic.org/building/1006
"Beauvais, Église Saint-Étienne",Église Saint-Étienne,1225,0,49.42850113,2.080679893,356,http://mappinggothic.org/building/1007
"Beauvais, Église Saint-Lucien",Église Saint-Lucien,1090,,49.42869949,2.080549955,357,http://mappinggothic.org/building/1008
"Braine, Église Saint-Yved",,1180,0,49.33950043,3.535399914,358,http://mappinggothic.org/building/1009
"Brie-Comte-Robert, Église Saint-Étienne",,,,48.69029999,2.608500004,359,http://mappinggothic.org/building/1010
"Bury, Église Saint-Lucien",,1115,,49.31330109,2.34416008,360,http://mappinggothic.org/building/1011
"Cambronne-les-Clermont, Église Saint-Étienne",,1135,,49.33060074,2.39873004,361,http://mappinggothic.org/building/1012
"Chambly, Église Notre-Dame",,,,49.16640091,2.245800018,362,http://mappinggothic.org/building/1013
"Champeaux, Église Saint-Martin",,1160,,48.58330154,2.806969881,363,http://mappinggothic.org/building/1014
"Chelles, Abbaye",Abbaye,,,48.88069916,2.593839884,364,http://mappinggothic.org/building/1015
"Châlons-en-Champagne, Église Notre-Dame-en-Vaux",,1157,0,48.95769882,4.363802433,365,http://mappinggothic.org/building/1016
"Château-Landon, Église Notre-Dame",,,,48.14910126,2.701800108,366,http://mappinggothic.org/building/1017
"Courmelles, Église Saint-Georges",Église Saint-Georges,1160,0,49.34479904,3.312479973,367,http://mappinggothic.org/building/1018
"Donnemarie-Dontilly, Église Notre-Dame-de-la-Nativité",,1200,,48.47869873,3.132189989,368,http://mappinggothic.org/building/1019
"Ferrières-en-Brie, Église Saint-Rémy",,,,48.82120132,2.704269886,369,http://mappinggothic.org/building/1020
"Essômes-sur-Marne, Église Saint-Ferréol",,1225,,49.03020096,3.375060081,370,http://mappinggothic.org/building/1021
"Foulangues, Église Saint-Denis",Église Saint-Denis,1135,,49.27569962,2.315459967,371,http://mappinggothic.org/building/1022
"Lagny-sur-Marne, Abbaye Notre-Dame-des-Ardents-et-Saint-Pierre",,,,48.87739944,2.706350088,372,http://mappinggothic.org/building/1023
"Laon, Cathédrale Notre-Dame",,1160,0,49.56439972,3.625089884,373,http://mappinggothic.org/building/1024
"Laon, Église Saint-Martin",,1160,,49.5625,3.611799955,374,http://mappinggothic.org/building/1025
"Laon, Abbaye Saint-Vincent",,,,49.55630112,3.616679907,375,http://mappinggothic.org/building/1026
"Larchant, Église Saint-Mathurin",,1170,,48.28409958,2.596369982,376,http://mappinggothic.org/building/1027
"Lavilletertre, Église de la Nativité-de-Notre-Dame",,1350,0,49.19540024,1.92840004,377,http://mappinggothic.org/building/1028
"Longpont, Église Notre-Dame",,1200,,49.27299881,3.221565485,378,http://mappinggothic.org/building/1029
"Meaux, Cathédrale Saint-Étienne",,1180,0,48.96020126,2.878910065,379,http://mappinggothic.org/building/1030
"Melun, Église Notre-Dame",,,,48.53540039,2.660352707,380,http://mappinggothic.org/building/1031
"Mont-Notre-Dame, Collégiale Notre-Dame",,1160,,49.29449844,3.57930994,381,http://mappinggothic.org/building/1032
"Montier-en-Der, Église Saint-Pierre-Saint-Paul",,1190,0,48.47769928,4.771820068,382,http://mappinggothic.org/building/1033
"Moret-sur-Loing, Église Notre-Dame",,1140,,48.37200165,2.81814003,383,http://mappinggothic.org/building/1034
"Morienval, Église Saint-Denis",,1130,0,49.2981987,2.92227006,384,http://mappinggothic.org/building/1035
"Nouvion-le-Vineux, Église Saint-Martin",,1198,0,49.5021019,3.610599995,385,http://mappinggothic.org/building/1036
"Noyon, Cathédrale Notre-Dame",,1145,0,49.58190155,3.000795841,386,http://mappinggothic.org/building/1037
"Orbais, Église Saint-Pierre",Église Saint-Pierre,1190,0,48.95050049,3.700700045,387,http://mappinggothic.org/building/1038
"Saint-Michel-en-Thiérache, Église Saint-Michel",,,,49.92760086,4.135009766,388,http://mappinggothic.org/building/1039
"Ourscamp, Église Notre-Dame",,1155,0,49.53490067,2.974409819,389,http://mappinggothic.org/building/1040
"Provins, Église Saint-Quiriace",Église Saint-Quiriace,1140,,48.56069946,3.291539907,390,http://mappinggothic.org/building/1041
"Rampillon, Église Saint-Eliphe",,1230,1200,48.55059814,3.065710068,391,http://mappinggothic.org/building/1042
"Reims, Église Saint-Remi",Église Saint-Remi,1170,0,49.24309921,4.042129993,392,http://mappinggothic.org/building/1043
"Reims, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1212,0,49.25379944,4.034024239,393,http://mappinggothic.org/building/1044
"Reims, Église Saint-Nicaise",Église Saint-Nicaise,0,0,49.25659943,4.033090115,394,http://mappinggothic.org/building/1045
"Saint-Germer-de-Fly, Église Saint-Germer",,1135,0,49.44340134,1.780660033,395,http://mappinggothic.org/building/1046
"Saint-Leu-d’Esserent, Église Saint-Leu",,1160,0,49.2179985,2.421910048,396,http://mappinggothic.org/building/1047
"Saint-Quentin, Collégiale Saint-Quentin",,1200,0,49.84780121,3.289940119,397,http://mappinggothic.org/building/1048
"Saint-Vaast-lés-Mello, Église Saint-Lambert",,,,49.26699829,2.388469934,398,http://mappinggothic.org/building/1049
"Senlis, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1151,0,49.20690155,2.58626008,399,http://mappinggothic.org/building/1050
"Soissons, Église Notre-Dame",Église Notre-Dame,1170,,49.38230133,3.327719927,400,http://mappinggothic.org/building/1051
"Soissons, Église Saint-Jean-des-Vignes",Église Saint-Jean-des-Vignes,1076,0,49.37580109,3.32404995,401,http://mappinggothic.org/building/1052
"Soissons, Église Saint-Léger",Église Saint-Léger,1200,,49.38439941,3.327739954,402,http://mappinggothic.org/building/1053
"Soissons, Cathédrale Saint-Gervais-Saint-Protais",Cathédrale Saint-Gervais-Saint-Protais,1170,0,49.38079834,3.32536006,403,http://mappinggothic.org/building/1054
"Troyes, Cathédrale Saint-Pierre-Saint-Paul",Cathédrale Saint-Pierre-Saint-Paul,1200,0,48.30049896,4.081799984,404,http://mappinggothic.org/building/1055
"Troyes, Église Saint-Étienne",Église Saint-Étienne,1159,,48.29570007,4.071499825,405,http://mappinggothic.org/building/1056
"Troyes, Église Saint-Urbain",Église Saint-Urbain,1260,,48.29809952,4.076399803,406,http://mappinggothic.org/building/1057
"Troyes, Église de la Madeleine",Église de la Madeleine,1190,,48.29769897,4.071368694,407,http://mappinggothic.org/building/1058
"Vaudoy-en-Brie, Église Saint-Médard",,,,48.68849945,3.080509901,408,http://mappinggothic.org/building/1059
"Laon (Vaux-sous-Laon), Église Saint-Jean-Baptiste",,1200,,49.56769943,3.629820108,409,http://mappinggothic.org/building/1060
"Saint-Martin-aux-Bois, Église Saint-Martin",Église Saint-Martin,1240,,49.52289963,2.570811033,410,http://mappinggothic.org/building/1061
"Amiens, Abbaye Saint-Martin-aux-Jumeaux",Abbaye Saint-Martin-aux-Jumeaux,1160,,49.89390182,2.294239998,411,http://mappinggothic.org/building/1062
"Amiens, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1220,,49.89462662,2.302050114,412,http://mappinggothic.org/building/1063
"Auvers-sur-Oise, Église Notre-Dame",,0,,49.07189941,2.176160097,413,http://mappinggothic.org/building/1064
"Beaumont-sur-Oise, Église Saint-Léonor",,1150,,49.14390182,2.286240101,414,http://mappinggothic.org/building/1065
"Gournay-en-Bray, Collégiale Saint-Hildevert",,1145,,49.48300171,1.728250027,415,http://mappinggothic.org/building/1066
"Sens, Cathédrale Saint-Étienne",Cathédrale Saint-Étienne,1130,0,48.19800186,3.284070015,416,http://mappinggothic.org/building/1067
"Villeneuve-le-Comte, Église de la Nativité",,,,48.8144989,2.830430031,417,http://mappinggothic.org/building/1068
"Villeneuve-sur-Yonne, Église Notre-Dame",,,,48.08200073,3.294847488,418,http://mappinggothic.org/building/1069
"Voulton, Église Notre-Dame",,1160,0,48.61780167,3.334652901,419,http://mappinggothic.org/building/1070
"Creil, Église Saint-Evremond",,,,49.25989914,2.475239992,420,http://mappinggothic.org/building/1071
"Fontaine-Chaalis, Abbaye de Chaalis",Abbaye de Chaalis,1200,,49.14759827,2.686909914,421,http://mappinggothic.org/building/1072
"Laon, Chapelle de l’évêché",,,,49.56470108,3.624239922,422,http://mappinggothic.org/building/1073
"Aigueperse, Église Notre-Dame",,1190,,46.02190018,3.202199936,423,http://mappinggothic.org/building/1074
"Airaines, Église Notre-Dame",Église Notre-Dame,,,49.96569824,1.942899942,424,http://mappinggothic.org/building/1075
"Airvault, Abbaye Saint-Pierre",,,,46.8268013,-0.137500003,425,http://mappinggothic.org/building/1076
"Albi, Cathédrale Sainte-Cécile",,1282,,43.92839813,2.142699957,426,http://mappinggothic.org/building/1077
"Angers, Église Saint-Aubin",Église Saint-Aubin,0,0,47.4695015,-0.548946023,427,http://mappinggothic.org/building/1078
"Angers, Église Saint-Serge",Église Saint-Serge,,,47.47650146,-0.546347976,428,http://mappinggothic.org/building/1079
"Arcueil, Église Saint-Denys",,1220,,48.80250168,2.331949949,429,http://mappinggothic.org/building/1080
"Arras, Église Notre-Dame-de-la-Cité",Église Notre-Dame-de-la-Cité,1160,,50.29290009,2.782500029,430,http://mappinggothic.org/building/1081
"Auffay, Collégiale Notre-Dame",,1250,,49.7193985,1.100120068,431,http://mappinggothic.org/building/1082
"Auxerre, Église Saint-Eusèbe",,1180,,47.79430008,3.568449974,432,http://mappinggothic.org/building/1083
"Auxerre, Cathédrale Saint-Étienne",,,,47.79779816,3.57291007,433,http://mappinggothic.org/building/1084
"Auxerre, Église Saint-Germain",,1277,,47.80039978,3.573050022,434,http://mappinggothic.org/building/1085
"Avallon, Église Saint-Lazare",,,,47.48619843,3.907860041,435,http://mappinggothic.org/building/1086
"Bagneux, Église Saint-Hermeland",,1180,,48.79650116,2.302489996,436,http://mappinggothic.org/building/1087
"Bayeux, Cathédrale Notre-Dame",,1180,0,49.27539825,-0.703415275,437,http://mappinggothic.org/building/1088
"Beaune, Collégiale Notre-Dame",,,,47.02420044,4.836480141,438,http://mappinggothic.org/building/1089
"Berniéres-sur-Mer, Église",,,,49.33100128,-0.423900008,439,http://mappinggothic.org/building/1090
"Blois, Église Saint-Laumer",Église Saint-Laumer,1138,,47.58409882,1.331400037,440,http://mappinggothic.org/building/1091
"Boiscommun, Église Notre-Dame",,,,48.03779984,2.384429932,441,http://mappinggothic.org/building/1092
"Boissy-l’Aillerie, Église Saint-André",,,,49.07740021,2.030329943,442,http://mappinggothic.org/building/1093
"Bonneval, Église Notre-Dame",,1200,,48.18130112,1.386630058,443,http://mappinggothic.org/building/1094
"Bougival, Église Notre-Dame",,,,48.86339951,2.140269995,444,http://mappinggothic.org/building/1095
"Bourges, Cathédrale Saint-Étienne",Cathédrale Saint-Étienne,1190,0,47.0821991,2.399339914,445,http://mappinggothic.org/building/1096
